4;622.719;234.96;547.53
9;645.173;241.12;548.37
14;668.418;247.96;545.73
19;662.365;246.76;543.06
24;664.205;245.72;548.64
29;667.071;246.76;549.36
34;662.424;246.68;549.63
39;669.23;249.8;545.49
44;674.673;251.08;542.37
49;669.93;249.76;545.97
54;666.163;249.48;548.73
59;666.596;249.08;547.32
64;665.989;248.92;547.17
69;669.213;249.24;546.69
74;664.205;249.08;545.7
79;666.657;249.64;547.59
84;668.988;250.28;547.77
89;671.146;250.2;546.27
94;667.364;248;544.98
99;669.886;248.32;547.95
104;666.454;247.24;548.88
109;666.535;247.48;549.51
114;666.804;247.84;547.86
119;661.735;247.08;547.59
124;666.23;248.76;547.65
129;668.947;249.52;546.54
134;667.852;249.76;546.96
139;668.286;250.36;548.01
144;670.627;250.72;546.06
149;671.464;250.48;543.9
154;671.31;250.04;547.08
159;670.653;250.2;548.52
164;669.319;250.04;547.29
169;669.608;248.96;545.25
174;661.124;247.88;546.54
179;664.283;247.12;548.55
184;656.364;245.88;549.24
189;665.125;248.56;548.43
194;669.612;250.36;545.25
199;673.102;250.88;545.55
204;672.26;251.16;547.47
209;673.704;251.24;548.01
214;669.97;250.36;545.07
219;667.281;249.52;545.01
224;664.692;249.8;549.09
229;668.159;249.52;546
234;670.075;250.24;546.09
239;673.307;250.52;548.25
244;673.313;249.88;545.1
249;658.279;245.8;545.04
254;661.86;247.16;551.04
259;671.004;250.04;549.48
264;685.622;253.24;544.47
269;679.091;251.68;544.86
274;676.601;251.04;549.03
279;677.394;251;545.73
284;678.146;250.76;548.04
289;672.637;248.92;544.92
294;668.55;247.84;547.86
299;664.41;247.28;549.63
304;665.723;247.6;547.98
309;669.278;248.96;544.98
314;675.948;249.04;546.93
319;663.233;246.68;546.72
324;666.982;247.68;546
329;661.241;246.36;547.59
334;662.308;246.92;549.96
339;669.371;249.24;549.21
344;672.725;250.28;544.47
349;669.972;249.72;546.18
354;670.345;249.76;546.39
359;669.621;250.16;549.06
364;666.547;248.6;546.63
369;666.849;248.56;544.65
374;665.771;247.88;547.71
379;663.155;248.08;548.61
384;664.02;248.52;548.82
389;666.443;247.68;547.86
394;666.56;248.16;543.93
399;659.122;246.04;547.8
404;665.042;247.96;547.47
409;651.173;244.68;547.05
414;672.311;249.56;545.76
419;664.943;247.6;547.2
424;660.334;247.12;547.62
429;658.823;247.04;548.85
434;662.745;248.36;548.64
439;668.179;249.64;545.22
444;670.194;249.48;546.45
449;669.477;249.6;546.33
454;664.672;247.84;548.52
459;664.192;248.4;548.64
464;659.385;246.68;547.92
469;655.109;245.72;546.66
474;660.699;247.72;547.98
479;663.286;247.68;546.81
484;664.972;248.72;547.59
489;669.104;250.76;547.59
494;671.085;251.04;548.25
499;672.089;251.28;547.56
504;673.185;251.04;544.83
509;679.928;251.44;546.57
514;654.804;245;546.63
519;661.966;246.68;547.02
524;652.43;244.24;541.05
529;653.594;243.48;549
534;661.594;247.24;545.46
539;665.714;248.04;546.93
544;669.721;249.36;547.5
549;665.92;248.92;546.24
554;661.586;247.64;546.99
559;663.809;248.8;550.44
564;669.299;249.92;547.08
569;671.397;250.16;545.52
574;668.963;249.72;546.63
579;669.344;249.48;546.84
584;665.785;248.8;547.95
589;666.99;249.04;547.8
594;666.059;249.28;547.26
599;666.709;249;544.98
604;666.792;248.84;546.27
609;665.094;248.36;547.32
614;661.24;247.2;546.63
619;664.639;248.16;546.09
624;666.809;247.28;548.1
629;653.562;244.48;547.8
634;656.337;245.32;547.95
639;673.109;249.2;548.01
644;657.838;245.92;546.39
649;666.5;247.84;546.15
654;664.358;247.8;547.92
659;663.137;247.04;548.04
664;660.518;247.24;546.84
669;663.712;247.52;547.74
674;664.785;247.04;545.1
679;655.106;244.32;546.42
684;653.775;244.6;549.51
689;655.232;244.76;545.97
694;651.145;243.12;552.39
699;664.311;248.8;542.37
704;675.006;251.2;543.93
709;668.018;249.2;549.69
714;651.26;244.44;548.85
719;670.844;250.56;550.08
724;671.5;250.68;544.26
729;671.962;250.96;545.34
734;674.602;251.32;545.67
739;674.327;251.88;549.69
744;678.475;252;547.68
749;674.402;250.44;544.89
754;667.541;248.88;547.92
759;665.323;248.8;549.24
764;667.137;249.48;548.07
769;671.398;250;548.46
774;668.872;249.24;544.74
779;661.172;246.44;546.96
784;668.651;248.88;547.44
789;674.23;249.24;544.95
794;667.34;247.92;548.04
799;669.413;248.6;547.89
804;666.558;248.56;547.53
809;672.495;250.4;549.18
814;671.383;250.96;546.06
819;669.609;248.96;543.45
824;667.749;249.4;546.84
829;668.509;249.04;547.62
834;669.254;249.96;547.77
839;669.912;249.8;546.06
844;666.282;248.92;547.68
849;667.637;248.16;545.25
854;664.81;246.8;546.45
859;667.596;248.2;548.25
864;664.146;247.04;546
869;669.791;248.88;548.85
874;664.12;247.44;546.42
879;671.403;250.28;549
884;672.755;251;545.22
889;670.144;249.72;544.83
894;667.235;248.84;546.33
899;661.349;246.92;549.18
904;660.916;247.52;550.08
909;662.484;247.76;547.68
914;670.486;249.36;544.74
919;670.765;248.92;546.51
924;659.348;246.08;546.84
929;658.478;244.68;548.1
934;658.594;245.56;548.04
939;671.871;248.56;548.34
944;661.286;246;546.21
949;659.596;246.04;549.15
954;657.82;246;547.68
959;672.562;250.36;544.11
964;673.15;250.24;545.16
969;670.601;249.12;547.53
974;667.017;247.72;547.26
979;658.869;246;549.63
984;662.75;247.96;547.71
989;669.035;249.64;546.12
994;669.037;249.44;544.56
999;672.747;250.36;547.11
1004;666.853;248.8;547.23
1009;664.6;248.68;548.88
1014;663.925;248.6;547.77
1019;664.956;248.08;545.91
1024;665.994;248.28;547.29
1029;665.103;248.12;546.93
1034;665.09;248.12;547.14
1039;666.55;249;549.48
1044;667.582;249.72;545.73
1049;671.611;250.48;546.12
1054;671.318;250;545.67
1059;666.669;249.24;547.53
1064;667.233;249.36;550.38
1069;662.266;247.64;546.99
1074;659.986;245.88;544.11
1079;659.198;245.36;550.98
1084;660.179;245.76;546.48
1089;660.025;246.4;545.55
1094;666.6;247.44;546.24
1099;674.727;249.64;548.97
1104;663.83;246.76;546.63
1109;671.052;248.04;548.34
1114;663.436;247.04;545.76
1119;668.037;248.2;548.01
1124;663.003;247.28;547.89
1129;661.19;246.68;546.78
1134;660.478;246.84;547.68
1139;664.534;248.88;548.67
1144;664.775;248.16;545.82
1149;662.277;247.88;545.46
1154;662.036;247.48;545.85
1159;655.688;245.88;547.08
1164;672.834;250;548.34
1169;656.899;245.6;545.01
1174;659.157;246.32;549.36
1179;671.522;249.96;547.41
1184;674.359;251.12;544.44
1189;675.995;251.24;546.6
1194;671.04;249.6;546.81
1199;667.194;248.72;549.12
1204;666.392;249.04;548.82
1209;673.539;250.32;544.29
1214;672.014;250.12;546.21
1219;665.381;248.8;547.74
1224;665.111;247.68;549.27
1229;660.365;245.12;549.57
1234;665.079;246.6;546.15
